Timestamp,Agency,Area,CarParkID,Development,Location,LotType
2020-08-19 19:09:08,HDB,,HG2,BLK 15-18 HOUGANG AVE 3,1.362916282 103.8920255,C
2020-08-19 19:09:08,HDB,,HG4,BLK 19-23 HOUGANG AVE 3,1.364230425 103.8909834,C
2020-08-19 19:09:08,HDB,,HG5,BLK 24/25 HOUGANG AVE 3,1.365355318 103.8923108,C
2020-08-19 19:09:08,HDB,,HG7,BLK 109-127 HOUGANG AVENUE 1,1.353652999 103.887803,C
2020-08-19 19:09:08,HDB,,HG9,BLK 201-204 HOUGANG STREET 21,1.358910533 103.8845199,C
2020-08-19 19:09:08,HDB,,HLM,BLK 531A HONG LIM MSCP,1.284852235 103.8455194,C
2020-08-19 19:09:08,HDB,,HR1,BLK 1-3 HAIG RD,1.311462635 103.8975454,C
2020-08-19 19:09:08,HDB,,HR2,BLK 4-6 HAIG RD,1.312632457 103.8970287,C
2020-08-19 19:09:08,HDB,,HR3,BLK 7 TO 9 HAIG RD,1.313980131 103.8963877,C
2020-08-19 19:09:08,HDB,,HR4,BLK 10 TO 14 HAIG RD,1.314692406 103.8960014,C
2020-08-19 19:09:08,HDB,,HR5,BLK 21 TO 23 HAIG RD,1.313018646 103.8950993,C
2020-08-19 19:09:08,HDB,,HVM,BLK 51 HAVELOCK ROAD,1.289869482 103.8277184,C
2020-08-19 19:09:08,HDB,,J10,BLK 246/249 JURONG EAST ST 24,1.342016683 103.7400937,C
2020-08-19 19:09:08,HDB,,J11,BLK 250/251 JURONG EAST ST 24,1.342919667 103.7399377,C
2020-08-19 19:09:08,HDB,,J12,BLK 252/254 JURONG EAST ST 24,1.343362925 103.7382609,C
2020-08-19 19:09:08,HDB,,J14,BLK 256/258 JURONG EAST ST 24,1.34409384 103.7390798,C
2020-08-19 19:09:08,HDB,,J15,BLK 259/264 JURONG EAST ST 24,1.344041811 103.7414179,C
2020-08-19 19:09:08,HDB,,J16,BLK 301/304 JURONG EAST ST 32,1.344401082 103.7356433,C
2020-08-19 19:09:08,HDB,,J17,BLK 305/306 JURONG EAST ST 32,1.34566908 103.7354734,C
2020-08-19 19:09:08,HDB,,J18,BLK 307/308 JURONG EAST ST 32,1.346890757 103.7348451,C
2020-08-19 19:09:08,HDB,,J19,BLK 309/310 JURONG EAST ST 32,1.347925792 103.7339566,C
2020-08-19 19:09:08,HDB,,J20,BLK 311/316 JURONG EAST ST 32,1.346203838 103.7324764,C
2020-08-19 19:09:08,HDB,,J21,BLK 317/328 JURONG EAST STREET 31,1.34906413 103.7298694,C
2020-08-19 19:09:08,HDB,,J22,BLK 329/333 JURONG EAST AVENUE 1,1.351320352 103.7301985,C
2020-08-19 19:09:08,HDB,,J23,BLK 334/341 JURONG EAST AVENUE 1,1.35002832 103.7320159,C
2020-08-19 19:09:08,HDB,,J24,BLK 342/346 JURONG EAST STREET 31,1.345732556 103.7310609,C
2020-08-19 19:09:08,HDB,,J25,BLK 347/350 JURONG EAST AVE 1,1.344863969 103.7316456,C
2020-08-19 19:09:08,HDB,,J26,BLK 351/353 JURONG EAST STREET 31,1.34492186 103.7305968,C
2020-08-19 19:09:08,HDB,,J27,BLK 521/524 JURONG WEST STREET 52,1.346887336 103.7166694,C
2020-08-19 19:09:08,HDB,,J29,BLK 528/534 JURONG WEST STREET 52,1.348626161 103.7169183,C
2020-08-19 19:09:08,HDB,,J32,BLK 515/517 JURONG WEST STREET 52,1.345806661 103.7204749,C
2020-08-19 19:09:08,HDB,,J33,BLK 518/520 JURONG WEST STREET 52,1.34577449 103.7178799,C
2020-08-19 19:09:08,HDB,,J34,BLK 513/514 JURONG WEST STREET 52,1.347067663 103.7200857,C
2020-08-19 19:09:08,HDB,,J35,BLK 508/511 JURONG WEST STREET 51/52,1.348117157 103.7195176,C
2020-08-19 19:09:08,HDB,,J36,BLK 543/551 JURONG WEST STREET 42,1.35217192 103.7154564,C
2020-08-19 19:09:08,HDB,,J37,BLK 537/542 JURONG WEST AVENUE 1,1.351295962 103.7158018,C
2020-08-19 19:09:08,HDB,,J38,BLK 505/508 JURONG WEST STREET 52,1.349118094 103.7185855,C
2020-08-19 19:09:08,HDB,,J39,BLK 456-461 JURONG WEST STREET 41,1.350157499 103.7213475,C
2020-08-19 19:09:08,HDB,,J40,BLK 462-467 JURONG WEST STREET 41,1.350029732 103.7228784,C
2020-08-19 19:09:08,HDB,,J41,BLK 468-473 JURONG WEST STREET 41,1.348289456 103.7220323,C
2020-08-19 19:09:08,HDB,,J43,BLK 474-477 JURONG WEST STREET 41,1.347924854 103.7252685,C
2020-08-19 19:09:08,HDB,,J44,BLK 478-483 JURONG WEST STREET 41,1.346847611 103.7246365,C
2020-08-19 19:09:08,HDB,,J45,BLK 484-491 JURONG WEST AVENUE 1,1.348985181 103.7267854,C
2020-08-19 19:09:08,HDB,,J46,BLK 501/504 JURONG WEST STREET 51,1.349754137 103.7190584,C
2020-08-19 19:09:08,HDB,,J47,BLK 502/503 JURONG WEST AVENUE 1,1.350257476 103.7180208,C
2020-08-19 19:09:08,HDB,,J48,BLK 441/455 JURONG WEST AVE 1/ST 42,1.352172767 103.7184799,C
2020-08-19 19:09:08,HDB,,J49,BLK 552/559 JURONG WEST STREET 42,1.353455799 103.7189495,C
2020-08-19 19:09:08,HDB,,J50,BLK 401/408 JURONG WEST STREET 42,1.353707209 103.7225209,C
2020-08-19 19:09:08,HDB,,J51,BLK 409/416 JURONG WEST STREET 42,1.353556074 103.7246295,C
2020-08-19 19:09:08,HDB,,J52,BLK 423/440 JURONG WEST AVE 1/ST 42,1.351436402 103.7245942,C
2020-08-19 19:09:08,HDB,,J53,BLK 417/422 JURONG WEST STREET 42,1.35074095 103.7267264,C
2020-08-19 19:09:08,HDB,,J54,BLK 492-496 JURONG WEST STREET 41,1.349926571 103.7245099,C
2020-08-19 19:09:08,HDB,,J55,BLK 497-498 JURONG WEST STREET 41,1.348637315 103.7242909,C
2020-08-19 19:09:08,HDB,,J56,BLK 130 JURONG GATEWAY ROAD,1.334892647 103.7393111,C
2020-08-19 19:09:08,HDB,,J57,BLK 131/134 JURONG GATEWAY ROAD,1.333976117 103.7391199,C
2020-08-19 19:09:08,HDB,,J61,BLK 912/932 JURONG WEST STREET 92,1.34007678 103.6884249,C
2020-08-19 19:09:08,HDB,,J62,BLK 902/908 JURONG WEST STREET 91,1.340889782 103.6854076,C
2020-08-19 19:09:08,HDB,,J63,BLK 909/911 JURONG WEST STREET 91,1.341779263 103.6864428,C
2020-08-19 19:09:08,HDB,,J64,BLK 354 JURONG EAST AVE 1,1.344473346 103.7318524,C
2020-08-19 19:09:08,HDB,,J65,BLK 933-953 JURONG WEST STREET 91,1.342770487 103.6892958,C
2020-08-19 19:09:08,HDB,,J66,BLK 959-961 JURONG WEST STREET 92,1.341298039 103.6911289,C
2020-08-19 19:09:08,HDB,,J67,BLK 962-966 JURONG WEST STREET 91,1.341643989 103.6927623,C
2020-08-19 19:09:08,HDB,,J69,BLK 974/980 JURONG WEST STREET 93,1.339687397 103.6936407,C
2020-08-19 19:09:08,HDB,,J70,BLK 835/838 JURONG WEST STREET 81,1.343687036 103.6935087,C
2020-08-19 19:09:08,HDB,,J71,BLK 812/826 JURONG WEST STREET 81,1.346227648 103.6941744,C
2020-08-19 19:09:08,HDB,,J72,BLK 743/751 JURONG WEST STREET 73,1.347267285 103.6977338,C
2020-08-19 19:09:08,HDB,,J73,BLK 719/731 JURONG WEST STREET 72,1.343995386 103.6982221,C
2020-08-19 19:09:08,HDB,,J74,BLK 711/718 JURONG WEST STREET 71,1.342664584 103.6961123,C
2020-08-19 19:09:08,HDB,,J90,BLK 274A TOH GUAN ROAD,1.341534087 103.7474295,C
2020-08-19 19:09:08,HDB,,J91,BLK 287E JURONG EAST STREET 21,1.337468214 103.7440956,C
2020-08-19 19:09:08,HDB,,J92,BLK 285E TOH GUAN ROAD,1.337492089 103.7468549,C
2020-08-19 19:09:08,HDB,,J93,BLK 286E TOH GUAN ROAD,1.339192631 103.7450897,C
2020-08-19 19:09:08,HDB,,J94,BLK 288F JURONG EAST STREET 21,1.339672342 103.7431969,C
2020-08-19 19:09:08,HDB,,J95,BLK 282A TOH GUAN ROAD,1.340074019 103.7470869,C
2020-08-19 19:09:08,HDB,,J96,BLK 267A TOH GUAN ROAD,1.341478738 103.7448916,C
2020-08-19 19:09:08,HDB,,J97,BLK 273A TOH GUAN ROAD,1.342389295 103.7459395,C
2020-08-19 19:09:08,HDB,,JB1,"BLK 3-5,7,8,4A JALAN BATU",1.302401825 103.8827866,C
2020-08-19 19:09:08,HDB,,JB2,BLK 10-11 JALAN BATU,1.301627607 103.8829967,C
2020-08-19 19:09:08,HDB,,JB3,"BLK 6,12,14 KAMPONG ARANG ROAD",1.30052504 103.8842884,C
2020-08-19 19:09:08,HDB,,JB4,"BLK 1,2,9 KAMPONG KAYU",1.303483221 103.8831688,C
2020-08-19 19:09:08,HDB,,JBM,BLK 134A JALAN BUKIT MERAH,1.27919666 103.8271259,C
2020-08-19 19:09:08,HDB,,JCM,BLK 2 JOO CHIAT RD,1.315252951 103.898856,C
2020-08-19 19:09:08,HDB,,JKM,BLK 8A JALAN KUKOH MSCP,1.287187976 103.8390028,Y
2020-08-19 19:09:08,HDB,,JKM,BLK 8A JALAN KUKOH MSCP,1.287187976 103.8390028,H
2020-08-19 19:09:08,HDB,,JKM,BLK 8A JALAN KUKOH MSCP,1.287187976 103.8390028,C
2020-08-19 19:09:08,HDB,,JKS,BLK 1 JALAN KUKOH CAR PARK,1.288164623 103.8396404,C
2020-08-19 19:09:08,HDB,,JKS,BLK 1 JALAN KUKOH CAR PARK,1.288164623 103.8396404,Y
2020-08-19 19:09:08,HDB,,JKS,BLK 1 JALAN KUKOH CAR PARK,1.288164623 103.8396404,H
2020-08-19 19:09:08,HDB,,JM1,BLK 517B JURONG WEST STREET 52,1.345070539 103.7206504,C
2020-08-19 19:09:08,HDB,,JM2,BLK 682 JURONG WEST CENTRAL 1,1.34393554 103.7049636,C
2020-08-19 19:09:08,HDB,,JM3,BLK 679 JURONG WEST CENTRAL 1,1.344589047 103.7060668,C
2020-08-19 19:09:08,HDB,,JM4,BLK 684 JURONG WEST ST 64,1.344441894 103.7039127,C
2020-08-19 19:09:08,HDB,,JM5,BLK 664 JURONG WEST ST 64,1.339485124 103.7031426,C
2020-08-19 19:09:08,HDB,,JM6,BLK 663 JURONG WEST ST 65,1.339213857 103.701765,C
2020-08-19 19:09:08,HDB,,JM7,BLK 669 JURONG WEST ST 64,1.342485928 103.7030065,C
2020-08-19 19:09:08,HDB,,JM8,BLK 667 JURONG WEST ST 65,1.341344251 103.7015026,C
2020-08-19 19:09:08,HDB,,JM9,BLK 650 JURONG WEST ST 61,1.338659212 103.6968179,C
2020-08-19 19:09:08,HDB,,JRM,BLK 814 JELLICOE ROAD,1.30716702 103.8618542,C
2020-08-19 19:09:08,HDB,,K10,"BLK 28,30,32,34,36 CASSIA CRESCENT",1.309415365 103.8844165,C
2020-08-19 19:09:08,HDB,,K19,BLK 62 DAKOTA CRESCENT,1.307862293 103.8893036,C
2020-08-19 19:09:08,HDB,,K2T,BLK 21 JALAN EMPAT,1.307538013 103.8835436,H
2020-08-19 19:09:08,HDB,,K2T,BLK 21 JALAN EMPAT,1.307538013 103.8835436,C
2020-08-19 19:09:08,HDB,,K2T,BLK 21 JALAN EMPAT,1.307538013 103.8835436,Y
2020-08-19 19:09:08,HDB,,K52,52 CASSIA CRESCENT,1.310554774 103.8844833,C
2020-08-19 19:09:08,HDB,,KAM,BLK 335 KRETA AYER MSCP,1.281925921 103.8432686,C
2020-08-19 19:09:08,HDB,,KAS,BLK 333 KRETA AYER CAR PARK,1.28057211 103.8427729,C
2020-08-19 19:09:08,HDB,,KB1,BLK 54/56/58 GEYLANG BAHRU ROAD,1.323573604 103.8689003,L
2020-08-19 19:09:08,HDB,,KB1,BLK 54/56/58 GEYLANG BAHRU ROAD,1.323573604 103.8689003,C
2020-08-19 19:09:08,HDB,,KB3,BLK 64/65/67 KALLANG BAHRU,1.320828035 103.8696551,C
2020-08-19 19:09:08,HDB,,KB4,BLK 72/93/97 GEYLANG BAHRU,1.323129961 103.870683,C
2020-08-19 19:09:08,HDB,,KB7,BLK 69 GEYLANG BAHRU,1.321585781 103.8704784,C
2020-08-19 19:09:08,HDB,,KBM,BLK 65A KALLANG BAHRU,1.320239288 103.8691246,C
2020-08-19 19:09:08,HDB,,KE1,BLK 101/121 BEDOK RESERVOIR ROAD,1.32975278 103.9089061,C
2020-08-19 19:09:08,HDB,,KE2,BLK 122/126 BEDOK RESERVOIR ROAD,1.332528724 103.9105553,C
2020-08-19 19:09:08,HDB,,KE3,"BLK 127/135, 141/151 BEDOK RESERVOIR ROAD",1.333909323 103.9119596,C
2020-08-19 19:09:08,HDB,,KE4,BLK 136/140 BEDOK RESERVOIR ROAD,1.3336671 103.9132461,C
2020-08-19 19:09:08,HDB,,KJ1,BLK 9/10 GLOUCESTER ROAD,1.313633834 103.8520412,C
2020-08-19 19:09:08,HDB,,KJ2,BLK 49/50 DORSET ROAD,1.313250655 103.8506799,C
2020-08-19 19:09:08,HDB,,KJ3,BLK 48/48A DURHAM ROAD,1.314426616 103.8499306,C
2020-08-19 19:09:08,HDB,,KJ4,BLK 51/54 KENT ROAD,1.316586908 103.8514702,C
2020-08-19 19:09:08,HDB,,KLM,BLK 31 KELANTAN LANE MSCP,1.306163378 103.8568336,C
2020-08-19 19:09:08,HDB,,KM1,BLK 56A CASSIA CRESCENT,1.310112141 103.8839461,C
2020-08-19 19:09:08,HDB,,KM2,BLK 93A JALAN DUA,1.30877082 103.8877371,Y
2020-08-19 19:09:08,HDB,,KM2,BLK 93A JALAN DUA,1.30877082 103.8877371,H
2020-08-19 19:09:08,HDB,,KM2,BLK 93A JALAN DUA,1.30877082 103.8877371,C
2020-08-19 19:09:08,HDB,,KM3,BLK 11A PINE CLOSE,1.308503978 103.8829465,C
2020-08-19 19:09:08,HDB,,KM4,BLK 49A JALAN TIGA,1.308492553 103.8853628,C
2020-08-19 19:09:08,HDB,,KTM,BLK 125A KIM TIAN ROAD,1.283069383 103.828651,C
2020-08-19 19:09:08,HDB,,KU1,BLK 301/305-306/311-318 UBI AVENUE 1,1.329495355 103.9030838,C
2020-08-19 19:09:08,HDB,,KU2,BLK 319-330 UBI AVENUE 1,1.32767355 103.9043452,C
2020-08-19 19:09:08,HDB,,KU3,BLK 331-341 UBI AVENUE 1,1.326421438 103.9024516,C
2020-08-19 19:09:08,HDB,,KU4,BLK 342-352 UBI AVENUE 1,1.325554722 103.9000514,C
2020-08-19 19:09:08,HDB,,KU9,"BLK 302,304 UBI AVENUE 1",1.329908127 103.9010898,C
2020-08-19 19:09:08,HDB,,LBM,BLK 64 LENGKOK BAHRU,1.289296904 103.8152284,C
2020-08-19 19:09:08,HDB,,LT1,"BLK 110,113-116 LENGKONG TIGA",1.323036536 103.9115756,C
2020-08-19 19:09:08,HDB,,LT2,BLK 111-112 LENGKONG TIGA,1.323908174 103.9108737,C
2020-08-19 19:09:08,HDB,,LT3,BLK 101-109 LENGKONG TIGA,1.325035931 103.9104926,C
2020-08-19 19:09:08,HDB,,M16,BLK 37 CIRCUIT ROAD,1.328431167 103.8866723,C
2020-08-19 19:09:08,HDB,,M20,BLK 65 & 80 CIRCUIT RD,1.327590453 103.8872656,C
2020-08-19 19:09:08,HDB,,M25,BLK 53 TO 56/68/70/71/72 PIPIT RD/CIRCUIT RD,1.324225444 103.8881777,C
2020-08-19 19:09:08,HDB,,M32,BLK 120 TO 124 PAYA LEBAR WAY,1.322312871 103.882793,C
2020-08-19 19:09:08,HDB,,M33,BLK 125 TO 126 ALJUNIED ROAD,1.323245792 103.8821727,C
2020-08-19 19:09:08,HDB,,M35,BLK 41 TO 42 CIRCUIT ROAD,1.327281852 103.885915,C
2020-08-19 19:09:08,HDB,,M36,BLK 43 CIRCUIT ROAD,1.326703518 103.885456,C
2020-08-19 19:09:08,HDB,,M37,BLK 38 TO 40 CIRCUIT ROAD,1.327677409 103.8856051,C
2020-08-19 19:09:08,HDB,,M38,BLK 63 TO 64 CIRCUIT ROAD,1.327153049 103.8874767,C
2020-08-19 19:09:08,HDB,,MLM,BLK 157A MEI LING STREET,1.293365005 103.8034545,H
2020-08-19 19:09:08,HDB,,MLM,BLK 157A MEI LING STREET,1.293365005 103.8034545,C
2020-08-19 19:09:08,HDB,,MLM,BLK 157A MEI LING STREET,1.293365005 103.8034545,Y
2020-08-19 19:09:08,HDB,,MM1,BLK 28A BALAM ROAD,1.3304551 103.8870636,C
2020-08-19 19:09:08,HDB,,MM2,BLK 52A PIPIT ROAD,1.324339688 103.8860942,C
2020-08-19 19:09:08,HDB,,MM3,BLK 66A CIRCUIT ROAD,1.326266278 103.8880186,C
2020-08-19 19:09:08,HDB,,MM4,BLK 31A CIRCUIT ROAD,1.329329657 103.8854866,C
2020-08-19 19:09:08,HDB,,MN1,BLKS 108/112 MCNAIR ROAD,1.322029474 103.8592002,C
2020-08-19 19:09:08,HDB,,MN2,BLKS 119/124 MCNAIR ROAD,1.318049689 103.8563684,C
2020-08-19 19:09:08,HDB,,MNM,BLK 113 MCNAIR ROAD,1.321042155 103.8598354,C
2020-08-19 19:09:08,HDB,,MNM,BLK 113 MCNAIR ROAD,1.321042155 103.8598354,L
2020-08-19 19:09:08,HDB,,MP1,BLK 1 TO 4 MARINE TERRACE,1.30481836 103.9175222,C
2020-08-19 19:09:08,HDB,,MP2,BLK 5 TO 8 MARINE TERRACE,1.304224614 103.9166577,C
2020-08-19 19:09:08,HDB,,MP5,BLK 52/57 MARINE TERRACE,1.306109647 103.9161652,H
2020-08-19 19:09:08,HDB,,MP5,BLK 52/57 MARINE TERRACE,1.306109647 103.9161652,C
2020-08-19 19:09:08,HDB,,MP5,BLK 52/57 MARINE TERRACE,1.306109647 103.9161652,Y
2020-08-19 19:09:08,HDB,,MP6,BLK 50/50A/53 MARINE TERRACE,1.30549658 103.9163814,Y
2020-08-19 19:09:08,HDB,,MP6,BLK 50/50A/53 MARINE TERRACE,1.30549658 103.9163814,H
2020-08-19 19:09:08,HDB,,MP6,BLK 50/50A/53 MARINE TERRACE,1.30549658 103.9163814,C
2020-08-19 19:09:08,HDB,,MP7,BLK 54/55/56/58/59 MARINE TERRACE,1.305581278 103.9146888,C
2020-08-19 19:09:08,HDB,,MP7,BLK 54/55/56/58/59 MARINE TERRACE,1.305581278 103.9146888,Y
2020-08-19 19:09:08,HDB,,MP7,BLK 54/55/56/58/59 MARINE TERRACE,1.305581278 103.9146888,H
2020-08-19 19:09:08,HDB,,MR4,BLK 7 KING GEORGE AVENUE,1.307914043 103.8599731,C
2020-08-19 19:09:08,HDB,,MR5,"BLK 804/805, 809 MAUDE ROAD",1.308135251 103.8607918,C
2020-08-19 19:09:08,HDB,,MR6,BLK 8 FRENCH ROAD,1.307167406 103.8605365,C
2020-08-19 19:09:08,HDB,,MR7,BLK 801/802 FRENCH ROAD,1.307512039 103.8603528,C
2020-08-19 19:09:08,HDB,,P11,BLK 416 PANDAN GARDENS,1.321204214 103.7483559,C
2020-08-19 19:09:08,HDB,,P12,BLK 415 PANDAN GARDENS,1.320567395 103.7481941,C
2020-08-19 19:09:08,HDB,,P13,BLK 401/402 PANDAN GARDENS,1.32069016 103.7504078,C
2020-08-19 19:09:08,HDB,,P14,BLK 403/408 PANDAN GARDENS,1.319353618 103.7491754,C
2020-08-19 19:09:08,HDB,,P15,BLK 413 PANDAN GARDENS,1.319834823 103.7481482,C
2020-08-19 19:09:08,HDB,,P16,BLK 412/414 PANDAN GARDENS,1.319882381 103.7471648,C
2020-08-19 19:09:08,HDB,,P17,BLK 409/411 PANDAN GARDENS,1.318821467 103.747384,C
2020-08-19 19:09:08,HDB,,PM2,BLK 220A PASIR RIS STREET 21,1.370073066 103.9610129,C
2020-08-19 19:09:08,HDB,,PM3,BLK 225A PASIR RIS STREET 21,1.37180035 103.960933,C
2020-08-19 19:09:08,HDB,,PM3,BLK 225A PASIR RIS STREET 21,1.37180035 103.960933,L
2020-08-19 19:09:08,HDB,,PM4,BLK 231A PASIR RIS DRIVE 4,1.374105919 103.9614427,C
2020-08-19 19:09:08,HDB,,PM5,BLK 235A PASIR RIS STREET 21,1.373770353 103.962608,C
2020-08-19 19:09:08,HDB,,PM6,BLK 245A PASIR RIS STREET 21,1.370802196 103.9633947,C
2020-08-19 19:09:08,HDB,,PM6,BLK 245A PASIR RIS STREET 21,1.370802196 103.9633947,L
2020-08-19 19:09:08,HDB,,PM7,BLK 257A PASIR RIS STREET 21,1.367557638 103.9632499,C
2020-08-19 19:09:08,HDB,,PM7,BLK 257A PASIR RIS STREET 21,1.367557638 103.9632499,L
2020-08-19 19:09:08,HDB,,PM8,BLK 458A PASIR RIS DRIVE 4,1.37163599 103.9602559,C
2020-08-19 19:09:08,HDB,,PM8,BLK 458A PASIR RIS DRIVE 4,1.37163599 103.9602559,L
2020-08-19 19:09:08,HDB,,PM9,BLK 216A PASIR RIS STREET 21,1.368291967 103.9612161,C
2020-08-19 19:09:08,HDB,,PP1,BLK 101 TO 109 POTONG PASIR AVENUE 1,1.334004902 103.869214,C
2020-08-19 19:09:08,HDB,,PP2,BLK 143 TO 145 POTONG PASIR AVENUES 2/3,1.332680145 103.8660545,C
2020-08-19 19:09:08,HDB,,PP3,BLK 134 TO 142 POTONG PASIR AVENUE 3,1.333601983 103.8658445,C
2020-08-19 19:09:08,HDB,,PP4,BLK 121 TO 133 POTONG PASIR AVENUE 1,1.334732912 103.8661192,C
2020-08-19 19:09:08,HDB,,PP5,BLK 113 TO 120 POTONG PASIR AVENUE 1,1.336313102 103.8632229,C
2020-08-19 19:09:08,HDB,,PP6,BLK 146 POTONG PASIR AVENUE 2,1.332283736 103.8676147,C
2020-08-19 19:09:08,HDB,,PR1,BLK 101/108 PASIR RIS STREET 12,1.36733184 103.9579998,C
2020-08-19 19:09:08,HDB,,PR1,BLK 101/108 PASIR RIS STREET 12,1.36733184 103.9579998,L
2020-08-19 19:09:08,HDB,,PR2,BLK 109/129 PASIR RIS STREET 11,1.367274803 103.9554428,L
2020-08-19 19:09:08,HDB,,PR2,BLK 109/129 PASIR RIS STREET 11,1.367274803 103.9554428,C
2020-08-19 19:09:08,HDB,,PR3,BLK 531/536 PASIR RIS DR 1/PASIR RIS CENTRAL,1.371063423 103.9507156,C
2020-08-19 19:09:08,HDB,,PR4,BLK 406/411 PASIR RIS DRIVE 6,1.372934646 103.9545205,C
2020-08-19 19:09:08,HDB,,PR4,BLK 406/411 PASIR RIS DRIVE 6,1.372934646 103.9545205,L
2020-08-19 19:09:08,HDB,,PR6,BLK 441/445 PASIR RIS DRIVE 6,1.369379059 103.957594,C
2020-08-19 19:09:08,HDB,,PR7,BLK 446/455 PASIR RIS DRIVE 6,1.371009412 103.9576851,C
2020-08-19 19:09:08,HDB,,PR7,BLK 446/455 PASIR RIS DRIVE 6,1.371009412 103.9576851,L
2020-08-19 19:09:08,HDB,,PR8,BLK 456/461 PASIR RIS DRIVE 4,1.371267841 103.9595744,L
2020-08-19 19:09:08,HDB,,PR8,BLK 456/461 PASIR RIS DRIVE 4,1.371267841 103.9595744,C
2020-08-19 19:09:08,HDB,,PRM,BLK 33 PARK CRESCENT MSCP,1.285450368 103.84227,C
2020-08-19 19:09:08,HDB,,Q16,BLK 45 AND 50 STIRLING RD,1.296933726 103.8037167,Y
2020-08-19 19:09:08,HDB,,Q16,BLK 45 AND 50 STIRLING RD,1.296933726 103.8037167,H
2020-08-19 19:09:08,HDB,,Q16,BLK 45 AND 50 STIRLING RD,1.296933726 103.8037167,C
2020-08-19 19:09:08,HDB,,Q17,BLK 52 STIRLING RD,1.296206346 103.8038246,Y
2020-08-19 19:09:08,HDB,,Q17,BLK 52 STIRLING RD,1.296206346 103.8038246,H
2020-08-19 19:09:08,HDB,,Q17,BLK 52 STIRLING RD,1.296206346 103.8038246,C
2020-08-19 19:09:08,HDB,,Q19,BLK 151 MEI LING STREET,1.294701007 103.803258,Y
2020-08-19 19:09:08,HDB,,Q19,BLK 151 MEI LING STREET,1.294701007 103.803258,H
2020-08-19 19:09:08,HDB,,Q19,BLK 151 MEI LING STREET,1.294701007 103.803258,C
2020-08-19 19:09:08,HDB,,Q41,BLK 80 STRATHMORE AVENUE,1.29410861 103.8094946,C
2020-08-19 19:09:08,HDB,,Q65,BLK 115A COMMONWEALTH DRIVE,1.30552382 103.7987539,H
2020-08-19 19:09:08,HDB,,Q65,BLK 115A COMMONWEALTH DRIVE,1.30552382 103.7987539,C
2020-08-19 19:09:08,HDB,,Q65,BLK 115A COMMONWEALTH DRIVE,1.30552382 103.7987539,Y
2020-08-19 19:09:08,HDB,,Q66,BLK 117 COMMONWEALTH DRIVE,1.30670479 103.7994973,H
2020-08-19 19:09:08,HDB,,Q66,BLK 117 COMMONWEALTH DRIVE,1.30670479 103.7994973,C
2020-08-19 19:09:08,HDB,,Q66,BLK 117 COMMONWEALTH DRIVE,1.30670479 103.7994973,Y
2020-08-19 19:09:08,HDB,,Q67,BLK 116-118 COMMONWEALTH CRESCENT,1.307172812 103.8005433,Y
2020-08-19 19:09:08,HDB,,Q67,BLK 116-118 COMMONWEALTH CRESCENT,1.307172812 103.8005433,H
2020-08-19 19:09:08,HDB,,Q67,BLK 116-118 COMMONWEALTH CRESCENT,1.307172812 103.8005433,C
2020-08-19 19:09:08,HDB,,Q68,BLK 110 COMMONWEALTH CRESCENT,1.306877426 103.7990047,Y
2020-08-19 19:09:08,HDB,,Q68,BLK 110 COMMONWEALTH CRESCENT,1.306877426 103.7990047,H
2020-08-19 19:09:08,HDB,,Q68,BLK 110 COMMONWEALTH CRESCENT,1.306877426 103.7990047,C
2020-08-19 19:09:08,HDB,,Q70,BLK 99/102 COMMONWEALTH CRESCENT,1.307346071 103.8005493,Y
2020-08-19 19:09:08,HDB,,Q70,BLK 99/102 COMMONWEALTH CRESCENT,1.307346071 103.8005493,H
2020-08-19 19:09:08,HDB,,Q70,BLK 99/102 COMMONWEALTH CRESCENT,1.307346071 103.8005493,C
2020-08-19 19:09:08,HDB,,Q73,BLK 91/92 COMMONWEALTH DRIVE,1.306253309 103.8003917,C
2020-08-19 19:09:08,HDB,,Q73,BLK 91/92 COMMONWEALTH DRIVE,1.306253309 103.8003917,Y
2020-08-19 19:09:08,HDB,,Q73,BLK 91/92 COMMONWEALTH DRIVE,1.306253309 103.8003917,H
2020-08-19 19:09:08,HDB,,Q80,BLK 45/46/47 HOLLAND DRIVE,1.308536481 103.7927017,C
2020-08-19 19:09:08,HDB,,Q81,BLK 43 HOLLAND DRIVE,1.307536743 103.7931643,C
2020-08-19 19:09:08,HDB,,Q82,BLK 12/15 HOLLAND AVENUE,1.310998184 103.7943015,C
2020-08-19 19:09:08,HDB,,Q84,BLK 2/4/6/31/32 HOLLAND CLOSE,1.306780988 103.7966732,C
2020-08-19 19:09:08,HDB,,Q84,BLK 2/4/6/31/32 HOLLAND CLOSE,1.306780988 103.7966732,Y
2020-08-19 19:09:08,HDB,,Q84,BLK 2/4/6/31/32 HOLLAND CLOSE,1.306780988 103.7966732,H
2020-08-19 19:09:08,HDB,,Q85,NORTH BUONA VISTA ROAD,1.308234591 103.7920457,C
2020-08-19 19:09:08,HDB,,Q86,BLK 148A MEI LING STREET,1.294563482 103.8038719,Y
2020-08-19 19:09:08,HDB,,Q86,BLK 148A MEI LING STREET,1.294563482 103.8038719,H
2020-08-19 19:09:08,HDB,,Q86,BLK 148A MEI LING STREET,1.294563482 103.8038719,C
2020-08-19 19:09:08,HDB,,Q87,BLK 5A HOLLAND CLOSE,1.308878937 103.7962384,Y
